tail
t	x	y
0.0	0.06174291237113416	0.16855893385730322
0.33333333333333337	0.0749293469939778	0.16855893385730322
0.6666666666666667	0.08811578161682154	0.16592164693273442
1.0	0.10064289450852304	0.16196571654588135
1.3333333333333335	0.11580729432479331	0.15471317750331728
1.6666666666666667	0.1263564420230684	0.15273521230989073
2.0	0.125037798560784	0.15273521230989073
2.3333333333333335	0.13558694625905898	0.15075724711646415
2.666666666666667	0.13822423318362764	0.14746063846075325
3.0	0.150092024344187	0.15273521230989073
3.3333333333333335	0.15800388511789332	0.14877928192303758
3.666666666666667	0.1626191372358886	0.14086742114933137
4.0	0.16327845896703075	0.13954877768704702
4.333333333333334	0.16525642416045727	0.13625216903133605
4.666666666666667	0.16657506762274177	0.1349335255690517
5.0	0.17646489358987438	0.1296589517199142
5.333333333333334	0.18042082397672754	0.1303182734510564
5.666666666666667	0.17778353705215888	0.13163691691334078
6.0	0.1843767543635807	0.12702166479534546
6.333333333333334	0.18042082397672754	0.12636234306420327
6.666666666666667	0.18042082397672754	0.12702166479534546
7.0	0.18042082397672754	0.1250436996019189
7.333333333333334	0.1843767543635807	0.12108776921506578
7.666666666666667	0.18371743263243856	0.12372505613963453
8.0	0.1922886151372869	0.1250436996019189
8.333333333333334	0.19294793686842904	0.12042844748392359
8.666666666666668	0.19492590206185567	0.12636234306420327
9.0	0.19822251071756658	0.121747090946208
9.333333333333334	0.20547504976013065	0.11581319536592827
9.666666666666668	0.20547504976013065	0.11713183882821271
10.0	0.21206826707155257	0.11185726497907522
10.333333333333334	0.21206826707155257	0.10658269112993768
10.666666666666668	0.21734284092069	0.10130811728080019
11.0	0.20547504976013065	0.10196743901194238
11.333333333333334	0.20547504976013076	0.10196743901194238
11.666666666666668	0.20020047591099321	0.1052640476676533
12.0	0.20415640629784637	0.10790133459222206
12.333333333333334	0.20415640629784637	0.11119794324793297
12.666666666666668	0.19756318898642455	0.11383523017250174
13.0	0.20283776283556187	0.12240641267735017
13.333333333333334	0.20085979764213535	0.12636234306420327
13.666666666666668	0.19492590206185567	0.12570302133306108
14.0	0.1922886151372869	0.12372505613963453
14.333333333333334	0.18569539782586508	0.12570302133306108
14.666666666666668	0.17646489358987438	0.12306573440849233
15.0	0.16987167627845257	0.12438437787077672
15.333333333333334	0.1659157458915994	0.1250436996019189
15.666666666666668	0.1593225285801776	0.12636234306420327
16.0	0.15536659819332443	0.12570302133306108
16.333333333333336	0.15404795473104016	0.12768098652648766
16.666666666666668	0.15075134607532914	0.12636234306420327
17.0	0.15141066780647128	0.12834030825762982
17.333333333333336	0.15075134607532914	0.13295556037562514
17.666666666666668	0.14415812876390732	0.13295556037562514
18.0	0.1408615201081963	0.13625216903133605
18.333333333333336	0.13163101587220583	0.14086742114933137
18.666666666666668	0.1296530506787793	0.1441640298050423
19.0	0.12371915509849951	0.14350470807390012
19.333333333333336	0.11580729432479331	0.14350470807390012
19.666666666666668	0.10657679008880272	0.14548267326732667
20.0	0.08811578161682154	0.1441640298050423
20.333333333333336	0.08152256430539973	0.14086742114933137
20.666666666666668	0.07427002526283555	0.1296589517199142
21.0	0.0670174862202716	0.11845048229049704
21.333333333333336	0.05844630371542314	0.1052640476676533
21.666666666666668	0.0498751212105748	0.09867083035623142
22.0	0.05119376467285908	0.08746236092681431
22.333333333333336	0.03932597351229983	0.07031999591711746
22.666666666666668	0.039985295243441965	0.0584522047565581
23.0	0.042622582168010625	0.051199665713994036
23.333333333333336	0.04723783428600592	0.04658441359599874
23.666666666666668	0.04460054736143715	0.02284883127488002
24.0	0.05383105159742785	0.010981040114320717
24.333333333333336	0.0670174862202716	0.0017505358783300728
24.666666666666668	0.06899545141369812	0.0024098576094722657
25.0	0.08943442507910593	-2.2742931509650566E-4
25.333333333333336	0.10393950316423406	-0.011435898744513617
25.666666666666668	0.12108186817393085	-0.008798611819944901
26.0	0.1421801635704808	-0.0015460727773808358
26.333333333333336	0.16327845896703075	0.006365787996325367
26.666666666666668	0.18042082397672754	0.01889290088802692
27.0	0.19492590206185567	0.03471662243543938
27.333333333333336	0.20679369322241503	0.042628483209145585
27.666666666666668	0.22591402342553846	0.04658441359599874
28.0	0.24899028401551493	0.054496274369704945
28.333333333333336	0.25756146652036327	0.05581491783198933
28.666666666666668	0.2641546838317853	0.05977084821884243
29.0	0.2628360403695008	0.06504542206797997
29.333333333333336	0.30371398770031643	0.08350643053996115
29.666666666666668	0.2753631532612023	0.07955050015310805
30.0	0.2938241617331837	0.0927369347759518
30.333333333333336	0.30107670077574766	0.0960335434316627
30.666666666666668	0.3030546659691743	0.09801150862508928
31.0	0.30173602250689	0.10130811728080019
31.333333333333336	0.3063512746248852	0.10394540420536891
31.666666666666668	0.31821906578544457	0.1092199780545064
32.0	0.326790248290293	0.11845048229049704
32.333333333333336	0.3201970309788712	0.12438437787077672
32.66666666666667	0.31624110059201793	0.1303182734510564
33.0	0.3050326311626007	0.13295556037562514
33.333333333333336	0.2997580573134634	0.128999629988772
33.66666666666667	0.29646144865775226	0.12570302133306108
34.0	0.29448348346432585	0.12702166479534546
34.333333333333336	0.2905275530774726	0.12438437787077672
34.66666666666667	0.2812970488414822	0.11581319536592827
35.0	0.2806377271103401	0.11251658671021736
35.333333333333336	0.27602247499234445	0.11317590844135955
35.66666666666667	0.27272586633663376	0.10987929978564864
36.0	0.27008857941206477	0.1092199780545064
36.333333333333336	0.2654733272940696	0.11515387363478613
36.66666666666667	0.2621767186383587	0.11515387363478613
37.0	0.25360553613351045	0.11581319536592827
37.333333333333336	0.24899028401551493	0.11779116055935485
37.66666666666667	0.24701231882208852	0.11713183882821271
38.0	0.2470123188220883	0.12240641267735017
38.333333333333336	0.24964960574665718	0.12702166479534546
38.66666666666667	0.2391004580483822	0.13295556037562514
39.0	0.23250724073696027	0.1349335255690517
39.333333333333336	0.22261741476982755	0.13097759518219856
39.66666666666667	0.22525470169439632	0.1296589517199142
40.0	0.22129877130754316	0.13295556037562514
40.333333333333336	0.22393605823211182	0.13625216903133605
40.66666666666667	0.2186614843829744	0.1349335255690517
41.0	0.21602419745840562	0.13229623864448295
41.333333333333336	0.2094309801469837	0.12834030825762982
