,0
0,0.06569182355997696
1,0.029948491253362963
2,-0.002894098488743835
3,-0.00282507849172145
4,-0.002756039281880729
5,-0.002686981330742133
6,-0.0026179051096517636
7,-0.0025488110899445915
8,-0.00247969974299167
9,-0.0024105715400945527
10,-0.002341426952548964
11,-0.0022722664517476066
12,-0.002203090508987038
13,-0.002133899595576527
14,-0.0020646941828906806
15,-0.0019954747422005203
16,-0.001926241744913737
17,-0.001856995662287808
18,-0.0017877369657027797
19,-0.0017184661264696421
20,-0.0016491836159179263
21,-0.0015798899053252047
22,-0.0015105854661264795
23,-0.0014412707695702354
24,-0.0013719462869979937
25,-0.0013026124898033453
26,-0.001233269849260421
27,-0.001163918836679989
28,-0.0010945599233342929
29,-0.0010251935807522594
30,-0.0009558202801378535
31,-0.0008864404927810821
32,-0.0008170546900419517
33,-0.0007476633433736168
34,-0.0006782669238810102
35,-0.0006088659030611399
36,-0.0005394607521518324
37,-0.0004700519425211991
38,-0.0004006399456307763
39,-0.00033122523259981884
40,-0.0002618082747950501
41,-0.0001923895435772538
42,-0.00012296951040416393
43,-5.354864641662904e-05
44,1.5872577017655987e-05
45,8.529368842091767e-05
46,0.00015471421667535845
47,0.00022413369039654685
48,0.0002935516380528063
49,0.000362967588604126
50,0.00043238107047578744
51,0.0005017916125571453
52,0.0005711987433905802
53,0.0006406019916773142
54,0.0007100008859308171
55,0.0007793949552160062
56,0.0008487837277605659
57,0.0009181667325439402
58,0.0009875434981057862
59,0.0010569135530613671
60,0.0011262764262323088
61,0.001195631646236761
62,0.001264978741600975
63,0.0013343172412345616
64,0.0014036466735700692
65,0.0014729665675828896
66,0.0015422764515167775
67,0.001611575854420122
68,0.0016808643048965566
69,0.0017501413313825709
70,0.0018194064628159201
71,0.00188865922767395
72,0.0019578991548923064
73,0.0020271257726987013
74,0.0020963386102333392
75,0.002165537195960854
76,0.00223472105841388
77,0.0023038897265693636
78,0.002373042728678082
79,0.0024421795940104685
80,0.002511299850647686
81,0.0025804030275743406
82,0.0026494886533647913
83,0.0027185562567253302
84,0.002787605366298962
85,0.0028566355108290975
86,0.0029256462188703702
87,0.0029946370190921945
88,0.0030670956377496505
89,0.0031295410236784615
90,0.0029510996968584724
91,0.0021164715576376114
92,0.0009815379831376037
93,-0.00019133178847763332
94,-0.0013642002803606612
95,-0.0025370595167646393
96,-0.0037099015213704067
97,-0.004882718318264256
98,-0.006055501931302887
99,-0.007228244384395399
100,-0.008400937701627864
101,-0.009573573906726196
102,-0.010745004833804028
103,-0.011904437199948381
104,-0.013019443345636317
105,-0.014063581519071056
106,-0.015057762474810277
107,-0.016029870375033672
108,-0.01698263547747625
109,-0.017898716590465158
110,-0.01853047062285429
111,-0.01821490501437628
112,-0.01670044217332367
113,-0.014726792754902462
114,-0.012685577380654678
115,-0.010534360018244149
116,-0.008135543362458586
117,-0.005626755654102422
118,-0.0031042056995655987
119,-0.00058163458749938
120,0.001940940531300006
121,0.004463502505917649
122,0.006986034185710199
123,0.009508518419800716
124,0.012030938057390195
125,0.014553275947644995
126,0.017064737326083268
127,0.01948976429524718
128,0.021720271655997436
129,0.02386431294937985
130,0.025997414414491438
131,0.02811676177050515
132,0.030127176033533765
133,0.031892501081590474
134,0.03354886735202367
135,0.03519142814400755
136,0.03676105133089802
137,0.03777613250559142
138,0.03770362806239991
139,0.03755277874191654
140,0.03755284833903172
141,0.03758061502191801
142,0.03760812612785114
143,0.03763538145428358
144,0.03766238079879558
145,0.03742551019143786
146,0.03503573914852531
147,0.027525062964250502
148,0.0168775802325265
149,0.005005716909604718
150,-0.007187051981552006
151,-0.01941467276079578
152,-0.0315123545236613
153,-0.04242651139000042
154,-0.049769221208124215
155,-0.05284623619664153
156,-0.053216491193266435
157,-0.052828918179100626
158,-0.052407973734819535
159,-0.052007103226335616
160,-0.05160802145160126
161,-0.05121017668562544
162,-0.05082571931202473
163,-0.05046633252241861
164,-0.050117386400536645
165,-0.04976941983595218
166,-0.04942111499530988
167,-0.04907247424102046
168,-0.048723499935501735
169,-0.048345373277083326
170,-0.04773608788046779
171,-0.04660665384826679
172,-0.045246072871687915
173,-0.04385636312993668
174,-0.04241537053779343
175,-0.04050593163435501
176,-0.03719755335359931
177,-0.032401673879251636
178,-0.02707549505833673
179,-0.021689312955346367
180,-0.016302983306334173
181,-0.010916542719483058
182,-0.005530027803004156
183,-0.00014347516499579882
184,0.005243078586321559
185,0.010629596842719025
186,0.016016042996151114
187,0.021402380438377833
188,0.026788572561228463
189,0.03217458275653584
190,0.037560374416170106
191,0.042945910931821984
192,0.04833115569547353
193,0.05371607209893625
194,0.05910062353396661
195,0.06434084677485252
196,0.06834734177127544
197,0.06911214872209115
198,0.0672704908915911
199,0.06463911427398727
200,0.061938267186704365
201,0.05932945947381185
202,0.05692846692683773
203,0.05462709464087112
204,0.05239158168040703
205,0.050238953158892485
206,0.04798688796505601
207,0.04556187620583607
208,0.04304961429552279
209,0.04051831412853879
210,0.03798524334096065
211,0.03545191458438701
212,0.032918345070571675
213,0.03038455201133239
214,0.027850552618490454
215,0.02531636410382987
216,0.022782003679173712
217,0.020247488556464077
218,0.0177128359471439
219,0.015178063063421732
220,0.012643187116952781
221,0.010108225319473085
222,0.00760588563824216
223,0.005388912994497952
224,0.003950508781048634
225,0.0031803717514621854
226,0.002478719592472034
227,0.001455706533286527
228,0.0002612591098078987
229,-0.0010984958586162108
230,-0.0027874391728648362
231,-0.004622544439038201
232,-0.006475870423541252
233,-0.008329152605664802
234,-0.010182378412011417
235,-0.012035535269024678
236,-0.01388861060293678
237,-0.015741591840241043
238,-0.01759446640749296
239,-0.019447221730874986
240,-0.021299845236963932
241,-0.023152324352068376
242,-0.025004646502644334
243,-0.026856799115098084
