,Vsys,Psys,Pload,Pbat,Psolar,Prect,P_1,P_2,P_3,Vfc,Pfc,Psell,lx,lx_power,PV_temp,SOC,id,period,day,datetime
0,51.53,5,5.15,-15.27,0,0,0,0,5.15,54.4,0,0,0,0,24.6,1.70722,1,0,1,2018/5/1 0:00
1,51.53,5,5.15,-15.27,0,0,0,0,5.15,54.4,0,0,0,0,24.71,1.70699,2,1,1,2018/5/1 0:15
2,51.53,5,5.15,-15.27,0,0,0,0,5.15,54.4,0,0,0,0,24.68,1.70676,3,2,1,2018/5/1 0:30
3,51.53,5,5.15,-15.27,0,0,0,0,5.15,54.4,0,0,0,0,24.37,1.70653,4,3,1,2018/5/1 0:45
4,51.53,5,5.15,-15.44,0,0,0,0,5.15,54.4,0,0,0,0,24.29,1.70629,5,4,1,2018/5/1 1:00
5,51.53,5,5.15,-15.27,0,0,0,0,5.15,54.4,0,0,0,0,24.41,1.70606,6,5,1,2018/5/1 1:15
6,51.53,5,5.15,-15.35,0,0,0,0,5.15,54.4,0,0,0,0,24.45,1.70583,7,6,1,2018/5/1 1:30
7,51.53,5,5.15,-15.61,0,0,0,0,5.15,54.4,0,0,0,0,24.34,1.70559,8,7,1,2018/5/1 1:45
8,51.53,5,5.15,-15.27,0,0,0,0,5.15,54.4,0,0,0,0,24.42,1.70536,9,8,1,2018/5/1 2:00
9,51.53,5,5.15,-15.27,0,0,0,0,5.15,54.4,0,0,0,0,24.37,1.70513,10,9,1,2018/5/1 2:15
10,51.53,5,5.15,-15.44,0,0,0,0,5.15,54.4,0,0,0,0,24.17,1.70489,11,10,1,2018/5/1 2:30
11,51.53,5,5.15,-15.27,0,0,0,0,5.15,54.4,0,0,0,0,24.28,1.70466,12,11,1,2018/5/1 2:45
12,51.53,5,5.15,-15.27,0,0,0,0,5.15,54.4,0,0,0,0,24.44,1.70443,13,12,1,2018/5/1 3:00
13,51.53,5,5.15,-15.35,0,0,0,0,5.15,54.4,0,0,0,0,24.26,1.7042,14,13,1,2018/5/1 3:15
14,51.52,5,5.15,-15.26,0,0,0,0,5.15,54.4,0,0,0,0,24.16,1.70397,15,14,1,2018/5/1 3:30
15,51.51,5,5.15,-15.26,0,0,0,0,5.15,54.4,0,0,0,0,23.95,1.70374,16,15,1,2018/5/1 3:45
16,51.51,5,5.15,-15.26,0,0,0,0,5.15,54.4,0,0,0,0,23.82,1.70351,17,16,1,2018/5/1 4:00
17,51.51,5,5.15,-15.26,0,0,0,0,5.15,54.4,0,0,0,0,23.82,1.70328,18,17,1,2018/5/1 4:15
18,51.51,5,5.15,-15.26,0,0,0,0,5.15,54.4,0,0,0,0,23.81,1.70305,19,18,1,2018/5/1 4:30
19,51.51,5,5.15,-15.26,0,0,0,0,5.15,54.4,0,0,0,0,23.84,1.70282,20,19,1,2018/5/1 4:45
20,51.51,5,5.15,-15.26,0,0,0,0,5.15,54.4,0,0,0,0,23.8,1.70259,21,20,1,2018/5/1 5:00
21,51.51,5,5.15,-15.34,0,0,0,0,5.15,54.4,0,0,0,0,23.69,1.70236,22,21,1,2018/5/1 5:15
22,51.51,5,5.15,-15.34,0,0,0,0,5.15,54.4,0,0,0.07,2.58,23.94,1.70213,23,22,1,2018/5/1 5:30
23,51.52,5,5.15,-13.74,1.89,0,0,0,5.15,54.4,0,0,0.72,27.17,24.18,1.70192,24,23,1,2018/5/1 5:45
24,51.76,5,5.18,14.47,20.24,0,0,0,5.18,54.4,0,0,1.75,65.79,24.11,1.70214,25,24,1,2018/5/1 6:00
25,52.55,5,5.25,78.1,94.92,0,0,0,5.25,54.4,0,0,3.39,127.17,24.69,1.70331,26,25,1,2018/5/1 6:15
26,53.7,5,5.37,117.9,134.68,0,0,0,5.37,54.4,0,0,4.62,173.25,25.48,1.70504,27,26,1,2018/5/1 6:30
27,54.57,5,5.46,143.82,166.21,0,0,0,5.46,54.4,0,0,8.39,314.75,26.48,1.70713,28,27,1,2018/5/1 6:45
28,54.6,5,5.46,98.82,121.86,0,0,0,5.46,54.4,0,0,8.46,317.25,27.62,1.70857,29,28,1,2018/5/1 7:00
29,54.6,5,5.46,82.87,104.53,0,0,0,5.46,54.4,0,0,8.84,331.58,27.93,1.70977,30,29,1,2018/5/1 7:15
30,54.6,5,5.46,70.28,92.91,0,0,0,5.46,54.4,0,0,12.74,477.62,28.96,1.71079,31,30,1,2018/5/1 7:30
31,54.6,5,5.46,61.93,84.79,0,0,0,5.46,54.4,0,0,21.85,819.29,29.92,1.71169,32,31,1,2018/5/1 7:45
32,54.6,5,5.46,59.95,78.7,0,0,0,5.46,54.4,0,0,17.42,653.42,26.48,1.71256,33,32,1,2018/5/1 8:00
33,54.6,5,5.46,49.57,74.44,0,0,0,5.46,54.4,0,0,16.34,612.83,30.92,1.71328,34,33,1,2018/5/1 8:15
34,54.6,5,5.46,46.56,70.5,0,0,0,5.46,54.4,0,0,16.07,602.54,28.95,1.71396,35,34,1,2018/5/1 8:30
35,54.6,5,5.46,42.6,65.52,0,0,0,5.46,54.4,0,0,22.43,841,27.48,1.71458,36,35,1,2018/5/1 8:45
36,54.6,5,5.46,39.01,64.32,0,0,0,5.46,54.4,0,0,34.99,1312.21,38.31,1.71515,37,36,1,2018/5/1 9:00
37,54.6,5,5.46,32.58,61.34,0,0,0,5.46,54.4,0,0,36.15,1355.54,43.52,1.71563,38,37,1,2018/5/1 9:15
38,54.6,5,5.46,32.36,59.5,0,0,0,5.46,54.4,0,0,30.59,1147,41.44,1.7161,39,38,1,2018/5/1 9:30
39,54.6,5,5.46,32.35,59.01,0,0,0,5.46,54.4,0,0,29.34,1100.08,40.25,1.71657,40,39,1,2018/5/1 9:45
40,54.6,5,5.46,32.26,54.18,0,0,0,5.46,54.4,0,0,30.66,1149.71,40.75,1.71704,41,40,1,2018/5/1 10:00
41,54.6,5,5.46,28.76,51.73,0,0,0,5.46,54.4,0,0,53.61,2010.54,44.67,1.71745,42,41,1,2018/5/1 10:15
42,54.6,5,5.46,29.21,51.98,0,0,0,5.46,54.4,0,0,67.67,2537.46,50.35,1.71787,43,42,1,2018/5/1 10:30
43,54.6,5,5.46,27.32,52.84,0,0,0,5.46,54.4,0,0,68.39,2564.46,53.13,1.71827,44,43,1,2018/5/1 10:45
44,54.6,5,5.46,24.71,51.73,0,0,0,5.46,54.4,0,0,73.08,2740.33,56.64,1.71863,45,44,1,2018/5/1 11:00
45,54.6,5,5.46,24.53,51.07,0,0,0,5.46,54.4,0,0,44.89,1683.21,50.75,1.71898,46,45,1,2018/5/1 11:15
46,54.6,5,5.46,24.17,47.59,0,0,0,5.46,54.4,0,0,61.2,2294.92,52.33,1.71933,47,46,1,2018/5/1 11:30
47,54.6,5,5.46,24.26,45.86,0,0,0,5.46,54.4,0,0,60.71,2276.71,52.44,1.71968,48,47,1,2018/5/1 11:45
48,54.6,5,5.46,23.99,45.53,0,0,0,5.46,54.4,0,0,68.65,2574.46,55.76,1.72003,49,48,1,2018/5/1 12:00
49,54.6,5,5.46,24.27,46.36,0,0,0,5.46,54.4,0,0,74.13,2779.96,55.15,1.72038,50,49,1,2018/5/1 12:15
50,54.6,5,5.46,23.46,45.71,0,0,0,5.46,54.4,0,0,64.95,2435.5,55.11,1.72072,51,50,1,2018/5/1 12:30
51,54.6,5,5.46,22.11,45.51,0,0,0,5.46,54.4,0,0,39.17,1469,49.37,1.72104,52,51,1,2018/5/1 12:45
52,54.6,5,5.46,21.84,45.87,0,0,0,5.46,54.4,0,0,45.35,1700.54,46.03,1.72135,53,52,1,2018/5/1 13:00
53,54.6,5,5.46,20.85,44.41,0,0,0,5.46,54.4,0,0,79.36,2976,51.25,1.72165,54,53,1,2018/5/1 13:15
54,54.6,5,5.46,19.86,42.78,0,0,0,5.46,54.4,0,0,78.73,2952.5,55.26,1.72194,55,54,1,2018/5/1 13:30
55,54.6,5,5.46,19.59,41.08,0,0,0,5.46,54.4,0,0,64.03,2400.96,52.07,1.72222,56,55,1,2018/5/1 13:45
56,54.6,5,5.46,17.88,40.16,0,0,0,5.46,54.4,0,0,75.73,2839.79,53.35,1.72248,57,56,1,2018/5/1 14:00
57,54.6,5,5.46,17.61,40.43,0,0,0,5.46,54.4,0,0,53.28,1998.08,49.23,1.72273,58,57,1,2018/5/1 14:15
58,54.6,5,5.46,16.62,40.5,0,0,0,5.46,54.4,0,0,45.41,1702.71,43.89,1.72297,59,58,1,2018/5/1 14:30
59,54.6,5,5.46,18.24,40.56,0,0,0,5.46,54.4,0,0,47.34,1775.17,42.84,1.72323,60,59,1,2018/5/1 14:45
60,54.6,5,5.46,18.06,40.44,0,0,0,5.46,54.4,0,0,59.71,2238.96,46.62,1.72349,61,60,1,2018/5/1 15:00
61,53.76,373.63,374.11,-137.12,238.62,0,0,0,374.11,54.4,0,0,22.19,832.04,42.87,1.72138,62,61,1,2018/5/1 15:15
62,50.49,1142.5,1142.98,-476.8,639.61,0,0.23,0,1142.76,54.4,0,0,17.23,646.12,33.77,1.71394,63,62,1,2018/5/1 15:30
63,50.61,1144.71,1145.26,-516.2,602.07,0,0.06,0,1145.21,54.4,0,0,16.1,603.71,34.07,1.7058,64,63,1,2018/5/1 15:45
64,50.23,1144.41,1144.93,-831.85,277.94,0,0.28,0,1144.65,54.4,0,0,7.67,287.75,27.77,1.69257,65,64,1,2018/5/1 16:00
65,50.24,1145.2,1145.57,-830.83,280.48,0,0.17,0,1145.4,54.4,0,0,7.73,289.92,29.95,1.67933,66,65,1,2018/5/1 16:15
66,50.03,1143.31,1143.74,-1025.14,89.29,0,0.17,0,1143.58,54.4,0,0,2.73,102.54,30.82,1.66308,67,66,1,2018/5/1 16:30
67,50.04,1145.11,1145.52,-962.36,139.83,0,0.06,0,1145.46,54.4,0,0,4.15,155.62,30.02,1.64777,68,67,1,2018/5/1 16:45
68,50.26,960.12,960.94,-764.09,69.82,109.64,0,0,960.94,54.4,0,0,2.48,92.92,30.44,1.63617,69,68,1,2018/5/1 17:00
69,54.01,48.72,49.44,1036.66,59.66,1031.35,0,0,49.44,54.4,0,0,2.43,91.17,30.81,1.65126,70,69,1,2018/5/1 17:15
70,54.54,54.34,54.96,1134.02,38.03,1150.28,0,0,54.96,54.4,0,0,2,74.92,30.19,1.66777,71,70,1,2018/5/1 17:30
71,54.6,54.38,54.48,873.33,11.2,925.95,0,0,54.48,54.4,0,0,1.03,38.71,29.91,1.6805,72,71,1,2018/5/1 17:45
72,54.6,50.27,50.41,637.17,1.18,698.81,0,0,50.53,54.4,0,0,0.37,13.75,29.17,1.6898,73,72,1,2018/5/1 18:00
73,54.6,53.52,53.69,476.43,0,539.26,0,0,53.63,54.4,0,0,0.06,2.21,28.88,1.69675,74,73,1,2018/5/1 18:15
74,54.6,54.41,54.54,365.44,0,430.06,0,0,54.54,54.4,0,0,0,0,28.61,1.70208,75,74,1,2018/5/1 18:30
75,54.6,52.48,52.6,287.69,0,352.77,0.12,0,52.48,54.4,0,0,0,0,28.13,1.70627,76,75,1,2018/5/1 18:45
76,54.6,50.89,51.02,233.23,0,295.93,0,0,51.02,54.4,0,0,0,0,27.94,1.70967,77,76,1,2018/5/1 19:00
77,54.6,54.17,54.3,193.73,0,258.62,0,0,54.3,54.4,0,0,0,0,28.09,1.71249,78,77,1,2018/5/1 19:15
78,54.6,54.53,54.66,160.16,0,224.95,0,0.12,54.54,54.4,0,0,0,0,28.13,1.71483,79,78,1,2018/5/1 19:30
79,54.6,50.38,50.53,136.25,0,196.74,0,0,50.53,54.4,0,0,0,0,28.03,1.71681,80,79,1,2018/5/1 19:45
80,54.6,52.79,52.9,114.86,0,179.75,0,0,52.9,54.4,0,0,0,0,27.84,1.71848,81,80,1,2018/5/1 20:00
81,54.6,54.42,54.54,100.12,0,165.81,0,0,54.54,54.4,0,0,0,0,27.93,1.71994,82,81,1,2018/5/1 20:15
82,54.6,52.78,52.9,87.58,0,150.15,0,0,52.9,54.4,0,0,0,0,27.74,1.72121,83,82,1,2018/5/1 20:30
83,54.6,50.57,50.72,73.97,0,138.81,0.12,0,50.6,54.4,0,0,0,0,27.29,1.72229,84,83,1,2018/5/1 20:45
84,54.6,54.18,54.3,65.79,0,131.35,0,0,54.3,54.4,0,0,0,0,27.35,1.72325,85,84,1,2018/5/1 21:00
85,54.6,53.98,54.11,57.88,0,125.34,0,0,54.11,54.4,0,0,0,0,27.73,1.72409,86,85,1,2018/5/1 21:15
86,54.6,51.86,51.99,49.97,0,114.41,0,0,51.99,54.4,0,0,0,0,27.71,1.72482,87,86,1,2018/5/1 21:30
87,54.6,51.31,51.45,47.19,0,108.35,0,0,51.45,54.4,0,0,0,0,27.64,1.72551,88,87,1,2018/5/1 21:45
88,54.6,53.94,54.05,39.5,0,106.41,0,0,54.05,54.4,0,0,0,0,27.72,1.72609,89,88,1,2018/5/1 22:00
89,54.6,54.13,54.23,36.31,0,101.13,0,0,54.23,54.4,0,0,0,0,27.33,1.72662,90,89,1,2018/5/1 22:15
90,54.6,49.84,49.99,33.07,0,96.7,0,0,49.99,54.4,0,0,0,0,26.51,1.7271,91,90,1,2018/5/1 22:30
91,54.6,53.4,53.51,32.45,0,95.73,0,0,53.51,54.4,0,0,0,0,26.16,1.72758,92,91,1,2018/5/1 22:45
92,54.6,54.49,54.6,27.68,0,94.64,0,0,54.6,54.4,0,0,0,0,25.89,1.72798,93,92,1,2018/5/1 23:00
93,54.6,51.57,51.69,26.69,0,89.48,0,0,51.69,54.4,0,0,0,0,25.78,1.72836,94,93,1,2018/5/1 23:15
94,54.6,51.86,51.99,24.71,0,89.79,0,0,51.99,54.4,0,0,0,0,25.68,1.72872,95,94,1,2018/5/1 23:30
95,54.6,54.82,54.96,23.82,0,89.06,0,0,54.96,54.4,0,0,0,0,25.78,1.72906,96,95,1,2018/5/1 23:45
96,54.6,53.28,53.38,22.38,0,86.08,0,0,53.38,54.4,0,0,0,0,25.7,1.72938,97,0,2,2018/5/2 0:00
97,54.6,50.1,50.23,21.03,0,84.57,0,0,50.23,54.4,0,0,0,0,25.35,1.72968,98,1,2,2018/5/2 0:15
98,54.6,54.24,54.36,21.48,0,86.33,0,0,54.36,54.4,0,0,0,0,25.19,1.72999,99,2,2,2018/5/2 0:30
99,54.6,54.31,54.42,20.85,0,85.18,0,0,54.42,54.4,0,0,0,0,25.02,1.73029,100,3,2,2018/5/2 0:45
100,54.6,49.57,49.74,18.87,0,81.96,0,0,49.74,54.4,0,0,0,0,24.79,1.73056,101,4,2,2018/5/2 1:00
101,54.6,54.24,54.36,17.61,0,85.3,0,0,54.36,54.4,0,0,0,0,24.61,1.73081,102,5,2,2018/5/2 1:15
102,54.6,54.94,55.08,17.61,0,83.42,0,0,55.08,54.4,0,0,0,0,24.42,1.73106,103,6,2,2018/5/2 1:30
103,54.6,49.98,50.11,18.69,0,81.11,0,0,50.11,54.4,0,0,0,0,24.59,1.73133,104,7,2,2018/5/2 1:45
104,54.6,53.16,53.27,16.27,0,83.48,0,0,53.27,54.4,0,0,0,0,25.01,1.73156,105,8,2,2018/5/2 2:00
105,54.6,54.73,54.84,16.89,0,83.84,0,0,54.84,54.4,0,0,0,0,24.58,1.7318,106,9,2,2018/5/2 2:15
106,54.6,50.83,50.96,15.73,0,78.75,0,0,50.96,54.4,0,0,0,0,24.22,1.73203,107,10,2,2018/5/2 2:30
107,54.6,52.11,52.23,16,0,81.11,0,0,52.23,54.4,0,0,0,0,24.17,1.73226,108,11,2,2018/5/2 2:45
108,54.6,53.82,53.93,15.01,0,80.14,0,0,53.93,54.4,0,0,0,0,24.05,1.73248,109,12,2,2018/5/2 3:00
