,0
0,3.654444444444446
1,4.634980338817138
2,5.596441832000336
3,6.53900663271543
4,7.46285244968381
5,8.368156991626858
6,9.255097967265968
7,10.123853085322525
8,10.974600054517916
9,11.807516583573534
10,12.622780381210756
11,13.420569156150982
12,14.201060617115596
13,14.96443247282598
14,15.710862432003534
15,16.440528203369634
16,17.153607495645666
17,17.85027801755303
18,18.530717477813116
19,19.195103585147297
20,19.843614048276976
21,20.476426575923526
22,21.093718876808342
23,21.69566865965281
24,22.282453633178328
25,22.854251506106266
26,23.411239987158027
27,23.953596785054998
28,24.48149960851855
29,24.995126166270097
30,25.49465416703101
31,25.98026131952268
32,26.452125332466498
33,26.91042391458384
34,27.35533477459611
35,27.78703562122469
36,28.20570416319097
37,28.611518109216323
38,29.004655168022158
39,29.38529304832985
40,29.753609458860787
41,30.10978210833638
42,30.453988705477975
43,30.786406959006996
44,31.107214577644815
45,31.416589270112823
46,31.7147087451324
47,32.00175071142493
48,32.27789287771184
49,32.54331295271449
50,32.79818864515425
51,33.042697663752534
52,33.277017717230706
53,33.50132651431019
54,33.71580176371235
55,33.920621174158576
56,34.115962454370255
57,34.30200331306878
58,34.47892145897553
59,34.646894600811905
60,34.80610044729929
61,34.95671670715907
62,35.09892108911263
63,35.23289130188136
64,35.35880505418665
65,35.476840054749886
66,35.58717401229245
67,35.689984635535744
68,35.785449633201154
69,35.87374671401006
70,35.955053586683846
71,36.0295479599439
72,36.09740754251163
73,36.15881004310841
74,36.21393317045562
75,36.262954633274646
76,36.306052140286916
77,36.343403400213774
78,36.375186121776615
79,36.40157801369685
80,36.42275678469582
81,36.43890014349497
82,36.45018579881566
83,36.456791459379275
84,36.458894833907195
85,36.45667363112084
86,36.450305559741565
87,36.43996832849078
88,36.425839646089855
89,36.408097221260185
90,36.38691876272318
91,36.36248197920018
92,36.33496457941262
93,36.30454427208187
94,36.27139876592931
95,36.23570576967633
96,36.19764299204432
97,36.15738814175467
98,36.11511892752878
99,36.07101305808803
100,36.025248242153786
101,35.97800218844747
102,35.92945260569044
103,35.87977720260411
104,35.82915368790985
105,35.777759770329055
106,35.72577315858311
107,35.67337156139341
108,35.620732687481336
109,35.56803424556827
110,35.51545394437561
111,35.46316949262474
112,35.41135859903705
113,35.36019897233393
114,35.30986832123676
115,35.260544354466944
116,35.21240478074584
117,35.16562730879488
118,35.12038964733541
119,35.07686950508884
120,35.03524459077654
121,34.99569261311993
122,34.95839128084036
123,34.92351830265924
124,34.89125138729796
125,34.861768243477904
126,34.83524657992046
127,34.811864105347
128,34.79179852847894
129,34.775227558037656
130,34.762328902744514
131,34.75328027132093
132,34.74825937248829
133,34.74744391496799
134,34.750992971932206
135,34.758962727226645
136,34.77127734062823
137,34.787832624784
138,34.808524392341
139,34.83324845594628
140,34.861900628246865
141,34.89437672188983
142,34.93057254952218
143,34.97038392379098
144,35.01370665734328
145,35.060436562826105
146,35.11046945288651
147,35.16370114017154
148,35.220027437328234
149,35.279344157003635
150,35.3415471118448
151,35.406532114498745
152,35.47419497761253
153,35.544431513833196
154,35.6171375358078
155,35.69220885618337
156,35.76954128760694
157,35.84903064272557
158,35.930572734186306
159,36.01406337463618
160,36.09939837672224
161,36.18647355309154
162,36.275184716391095
163,36.365427679267974
164,36.45709825436922
165,36.55009225434186
166,36.64430549183296
167,36.73963377948953
168,36.83596805801195
169,36.933179780313715
170,37.03113552736165
171,37.12970527200983
172,37.22877907871383
173,37.328276500026234
174,37.42812361255216
175,37.52824649289667
176,37.628571217664835
177,37.72902386346172
178,37.829530506892425
179,37.93001722456203
180,38.03041009307558
181,38.13063518903819
182,38.2306185890549
183,38.330286369730814
184,38.42956460767099
185,38.52837937948051
186,38.62665676176445
187,38.7243228311279
188,38.82130366417591
189,38.917525337513574
190,39.01291392774597
191,39.10739551147817
192,39.20089616531524
193,39.29334196586229
194,39.38465898972435
195,39.474773313506525
196,39.56361101381388
197,39.65109816725151
198,39.73716085042448
199,39.821725139937854
200,39.904717112396725
201,39.986062844406156
202,40.065688412571234
203,40.143519893497036
204,40.21948336378863
205,40.29350490005111
206,40.36551057888953
207,40.43543077248289
208,40.50322105140588
209,40.568873346207184
210,40.63238760353558
211,40.69376377003977
212,40.753001792368515
213,40.810106282825835
214,40.86510051633692
215,40.91801243348232
216,40.96886997484247
217,41.017701080997895
218,41.064533692529096
219,41.10939575001658
220,41.152315194040824
221,41.19331996518235
222,41.23243800402163
223,41.26969725113917
224,41.305125647115496
225,41.33875113253108
226,41.370601647966424
227,41.40070513400204
228,41.4290895312184
229,41.455782780196024
230,41.480812821515414
231,41.50420759575704
232,41.525995043501425
233,41.54620310532906
234,41.564859721820454
235,41.58199283355609
236,41.59763038111649
237,41.61180030508212
238,41.624530546033505
239,41.63584904455112
240,41.64578374121549
241,41.65436257660709
242,41.661613491306426
243,41.667564425894
244,41.672243320950315
245,41.67568011997554
246,41.677912778148546
247,41.67897827266494
248,41.67890165710865
249,41.67770393580234
250,41.67540183963546
251,41.67201103113914
252,41.6675471728445
253,41.66202592728264
254,41.65546295698472
255,41.64787392448185
256,41.63927449230518
257,41.62968032298581
258,41.619107079054885
259,41.60757042304351
260,41.59508601748283
261,41.581669524903965
262,41.567336607838044
263,41.5521029288162
264,41.53598415036955
265,41.51899593502922
266,41.50115394532634
267,41.48247384379202
268,41.462971292957434
269,41.44266195535366
270,41.421561493511845
271,41.39968556996311
272,41.37704984723859
273,41.35366998786941
274,41.32956165438669
275,41.30474050932156
276,41.279222215205145
277,41.25302243456858
278,41.22615682994298
279,41.198641063859476
280,41.1704907988492
281,41.141721697443266
282,41.11234942217282
283,41.08238963556896
284,41.051858000162845
285,41.02077017848558
286,40.989141833068295
287,40.95698862644213
288,40.924326221138195
289,40.89117027968763
290,40.857536464621546
291,40.82344043847108
292,40.78889786376736
293,40.75392440304151
294,40.71853571882466
295,40.68274747364793
296,40.64657533004245
297,40.61003495053935
298,40.57314199766975
299,40.53591213396478
300,40.49836102195557
301,40.46050432417323
302,40.42235770314892
303,40.383936821413734
304,40.345257341498815
305,40.306334925935275
306,40.26718523725427
307,40.22782393798691
308,40.1882666906643
309,40.1485291578176
310,40.10862700197793
311,40.06857588567639
312,40.02839147144414
313,39.9880894218123
314,39.94768539931198
315,39.907195066474316
316,39.866634085830434
317,39.82601811991147
318,39.785362831248534
319,39.74468276413375
320,39.703987989903055
321,39.66328746165346
322,39.62259013248187
323,39.58189803292741
324,39.5411855032978
325,39.50041996134286
326,39.45956882481245
327,39.418599511456435
328,39.377479439024654
329,39.33617602526694
330,39.294656687933184
331,39.25288884477321
332,39.210839913536866
333,39.16847731197402
334,39.125768457834525
335,39.08268076886821
336,39.039181662824944
337,38.99523855745456
338,38.95081887050693
339,38.905890019731885
340,38.860419422879296
341,38.814374497699006
342,38.76772266194086
343,38.72043133335472
344,38.67246792969042
345,38.62379986869782
346,38.57439456812678
347,38.52421944572714
348,38.47324191924876
349,38.421429406441476
350,38.368749325055155
351,38.31516909283963
352,38.26065612754477
353,38.20517784692042
354,38.14870166871641
355,38.09119501068264
356,38.032625290568916
357,37.972959926125114
358,37.91216633510106
359,37.850211935246634
360,37.78706414431167
361,37.72269038004602
362,37.657058060199525
363,37.59013460252207
364,37.52188742476348
365,37.45228394467359
366,37.38129158000229
367,37.308877748499405
368,37.235015826691985
369,37.15970302621574
370,37.08294251748362
371,37.00473747090855
372,36.925091056903455
373,36.84401225019255
374,36.76153324274527
375,36.677692030842366
376,36.592526610764594
377,36.50607497879267
378,36.41837513120736
379,36.329465064289394
380,36.2393827743195
381,36.14816625757847
382,36.05585351034698
383,35.96248252890581
384,35.8680913095357
385,35.772717848517395
386,35.67640014213161
387,35.579176186659126
388,35.48108397838067
389,35.38216151357697
390,35.28244678852879
391,35.18197779951685
392,35.08079254282191
393,34.97892901472471
394,34.876425211505975
395,34.77331912944648
396,34.66964876482693
397,34.56545211392809
398,34.46076717303071
399,34.3556319384155
400,34.25008440636323
401,34.14416257315463
402,34.03790443507046
403,33.93134798839143
404,33.82453122939832
405,33.71749215437183
406,33.610268759592735
407,33.50289904134177
408,33.39542099589967
409,33.28787261954719
410,33.180291908565046
411,33.072716859234
412,32.96518546783481
413,32.85773573064819
414,32.75040564395489
415,32.64323320403565
416,32.53625640717123
417,32.42951324964235
418,32.323041727729766
419,32.21687983771422
420,32.11106557587643
421,32.005636938497176
422,31.900631921857176
423,31.79608852223718
424,31.692044735917925
425,31.58853855918016
426,31.485607988304615
427,31.383291019572056
428,31.281625649263205
429,31.180649873658805
430,31.0804016890396
431,30.98091909168634
432,30.88224007787976
433,30.78440264390061
434,30.68744478602962
435,30.59140450054754
436,30.49631978373511
437,30.402228631873076
438,30.30916904124218
439,30.217179008123153
440,30.126296528796747
441,30.0365595995437
442,29.948006216644774
443,29.860674376380675
444,29.774602075032167
445,29.689827308879995
446,29.60638670302965
447,29.524311021228854
448,29.44362814942309
449,29.36436559690108
450,29.286550872951544
451,29.210211486863198
452,29.13537494792478
453,29.062068765425003
454,28.99032044865258
455,28.920157506896253
456,28.851607449444725
457,28.78469778558673
458,28.719456024611
459,28.655909675806228
460,28.594086248461164
461,28.53401325186452
462,28.475718195305006
463,28.419228588071363
464,28.364571939452304
465,28.311775758736555
466,28.260867555212826
467,28.21187483816987
468,28.164825116896374
469,28.11974590068108
470,28.076664698812706
471,28.035609020579972
472,27.996606375271607
473,27.95968427217631
474,27.92487022058284
475,27.892191729779892
476,27.861676309056207
477,27.83335146770049
478,27.80724471500147
479,27.78338356024786
480,27.76179551272841
481,27.742508081731813
482,27.725548776546805
483,27.710945106462106
484,27.698724580766438
485,27.688914708748513
486,27.681542999697076
487,27.676636962900837
488,27.67422410764851
489,27.674317348228943
490,27.67687121893146
491,27.681825659045504
492,27.68912060786049
493,27.698696004665873
494,27.710491788751092
495,27.724447899405575
496,27.74050427591878
497,27.758600857580127
498,27.778677583679062
499,27.800674393505012
500,27.82453122634744
501,27.850188021495754
502,27.87758471823941
503,27.906661255867853
504,27.937357573670496
505,27.969613610936804
506,28.0033693069562
507,28.03856460101812
508,28.075139432412016
509,28.113033740427312
510,28.152187464353457
511,28.192540543479883
512,28.23403291709603
513,28.27660452449134
514,28.32019530495524
515,28.364746997000303
516,28.41020853603156
517,28.456530656677224
518,28.503664093565412
519,28.551559581324327
520,28.60016785458215
521,28.649439647967018
522,28.69932569610713
523,28.749776733630654
524,28.800743495165754
525,28.852176715340605
526,28.90402712878337
527,28.95624547012224
528,29.00878247398537
529,29.061588875000947
530,29.114615407797114
531,29.167812807002072
532,29.22113180724398
533,29.274523143151008
534,29.327937549351336
535,29.38132576047312
536,29.434638511144556
537,29.487826535993793
538,29.540840569649006
539,29.593631346738373
540,29.646149601890073
541,29.69834606973226
542,29.750171484893116
543,29.801547913023995
544,29.852282743869026
545,29.902154698195538
546,29.950942496770818
547,29.9984248603622
548,30.04438050973699
549,30.088588165662514
550,30.130826548906064
551,30.17087438023498
552,30.208510380416556
553,30.24351327021812
554,30.27566177040699
555,30.30473460175046
556,30.33051048501587
557,30.352768140970515
558,30.371286290381715
559,30.385843654016792
560,30.396218952643046
561,30.40219090702781
562,30.40353823793838
563,30.40003966614208
564,30.391473912406234
565,30.377619697498137
566,30.358255742185122
567,30.33316076723448
568,30.30211349341355
569,30.26489264148964
570,30.221276932230058
571,30.171045086402124
572,30.113975824773146
573,30.049899916256916
574,29.97885632235301
575,29.9009642955007
576,29.816456059311967
577,29.725592080192015
578,29.628632824546017
579,29.525838758779162
580,29.417470349296625
581,29.303788062503592
582,29.185052364805255
583,29.061523722606783
584,28.933462602313377
585,28.80112947033021
586,28.66478479306247
587,28.524689036915337
588,28.381102668293995
589,28.234286153603634
590,28.084499959249435
591,27.932004551636574
592,27.777060397170256
593,27.619927962255627
594,27.460867713297915
595,27.300140116702277
596,27.1380056388739
597,26.974724746217966
598,26.810557905139675
599,26.64576558204419
600,26.480608243336704
601,26.31534635542241
602,26.150240384706475
603,25.985597820494945
604,25.821914243697265
605,25.659732258123743
606,25.499627277274563
607,25.342305953409532
608,25.18850774847833
609,25.038972124430646
610,24.89443854321619
611,24.755646466784643
612,24.623335357085693
613,24.498244676069046
614,24.38111388568437
615,24.272682447881376
616,24.173689824609752
617,24.084875477819182
618,24.006978869459367
619,23.94073946147999
620,23.886896715830744
621,23.846190094461328
622,23.819359059321428
623,23.806987455648873
624,23.809036661834053
625,23.8253124395555
626,23.855620550491736
627,23.89976675632128
628,23.957556818722665
629,24.02879649937442
630,24.11329155995507
631,24.210847762143135
632,24.32127086761715
633,24.444366638055637
634,24.57994083513713
635,24.727799220540145
636,24.88774755594321
637,25.059591603024852
638,25.243137123463605
639,25.43814579032252
640,25.644202922202794
641,25.860849749090168
642,26.087627500970356
643,26.324069020321645
644,26.56967168055799
645,26.823916791448365
646,27.086283743727353
647,27.356251928129506
648,27.633300735389415
649,27.916909556241645
650,28.20655778142079
651,28.5017248016614
652,28.801890007698056
653,29.106532790265337
654,29.415132540097808
655,29.727168647930057
656,30.042120504496648
657,30.359467500532148
658,30.678689026771153
659,30.999264473948216
660,31.320673232797922
661,31.642394694054836
662,31.96390824845355
663,32.28469328672862
664,32.604229199614615
665,32.92199537784613
666,33.23747121215772
667,33.55013609328399
668,33.859469411959466
669,34.164950558918754
670,34.46605892489642
671,34.76227390062705
672,35.0530748768452
673,35.33794124428546
674,35.616397781959755
675,35.88815082198953
676,36.15295208477358
677,36.41055329071068
678,36.66070616019963
679,36.903162413639265
680,37.13771883130846
681,37.36435243300673
682,37.58308529841367
683,37.79393950720887
684,37.99693713907198
685,38.19210027368256
686,38.37945099072025
687,38.559011369864635
688,38.730803490795346
689,38.89484943319197
690,39.051171276734145
691,39.19979110110144
692,39.34073098597349
693,39.47401301102989
694,39.59965925595025
695,39.71769180041419
696,39.82813272410131
697,39.931004106691205
698,40.02632802786349
699,40.114126567297795
700,40.1944218046737
701,40.267235819670816
702,40.33259069196876
703,40.39050850124714
704,40.44101132718558
705,40.48412124946365
706,40.51986034776097
707,40.54825070175718
708,40.56931439113185
709,40.583073495564605
710,40.58955009473503
711,40.58876626832276
712,40.58074409600741
713,40.56550565746856
714,40.543073032385834
715,40.51346830043883
716,40.47670393153384
717,40.43278528317544
718,40.38183340986119
719,40.324000692780245
720,40.259439513121805
721,40.18830225207498
