month,w1,w2,w3,w4,max,total
1,83649.95188484532,0,0,0,83563.281058646
2,83649.95188484532,0,0,0,83763.88989619199
3,83649.95188484532,0,0,0,84072.248621568
4,83649.95188484532,0,0,0,85617.691326144
5,81454.04767825674,0,0,0,80386.790025408
6,81454.04767825674,0,0,0,79437.432386844
7,81454.04767825674,0,0,0,80181.87827628401
8,81462.09285238643,0,0,0,83564.532101412
9,81462.09285238643,0,0,0,81651.578950419
10,81462.09285238643,0,0,0,81067.36200252401
11,81459.28082903776,0,0,0,86069.64467415
12,81428.31087674762,0,0,0,83465.242938432
13,80590.01994790212,0,0,0,81331.0
14,80590.01994790212,0,0,0,80448.0
15,78054.03845333822,0,0,0,78336.0
16,72758.88018989287,0,0,0,74304.0
17,72758.88018989287,0,0,0,72768.0
18,72758.88018989287,0,0,0,71308.0
19,72758.88018989287,0,0,0,71116.0
20,72758.88018989287,0,0,0,72729.0
21,72758.88018989287,0,0,0,72921.0
22,72758.88018989287,0,0,0,72076.0
23,72720.5676637196,0,0,0,75225.0
24,72720.5676637196,0,0,0,75456.0,387624988.10871965
month,w1,w2,w3,w4,max,total
1,83560.988998487,0,733.4711119516564,0,83563.281058646
2,83560.988998487,0,733.4711119516564,0,83763.88989619199
3,83560.988998487,0,733.4711119516564,0,84072.248621568
4,83560.988998487,0,733.4711119516564,0,85617.691326144
5,81403.98711473876,0,0,0,80386.790025408
6,81403.98711473876,0,0,0,79437.432386844
7,81403.98711473876,0,0,0,80181.87827628401
8,81438.38538221519,0,0,0,83564.532101412
9,81438.38538221519,0,0,0,81651.578950419
10,81438.38538221519,0,0,0,81067.36200252401
11,81437.08639655888,0,0,0,86069.64467415
12,81436.29016582324,0,0,0,83465.242938432
13,80478.68164999149,0,0,0,81331.0
14,80478.68164999149,0,0,0,80448.0
15,78202.8201503726,0,0,0,78336.0
16,72676.06382814617,0,0,0,74304.0
17,72676.06382814617,0,0,0,72768.0
18,72676.06382814617,0,0,0,71308.0
19,72676.06382814617,0,0,0,71116.0
20,72676.06382814617,0,0,0,72729.0
21,72676.06382814617,0,0,0,72921.0
