month,w1,w2,w3,w4,max,total
1,80619.40734188966,0,0,0,81331
2,80619.40734188966,0,0,0,80448
3,78140.99367001325,0,0,0,78336
4,74035.26014413056,0,0,0,74304
5,74035.26014413056,0,0,0,72768
6,74035.26014413056,0,0,0,71308
7,74035.26014413056,0,0,0,71116
8,74035.26014413056,0,0,0,72729
9,74035.26014413056,0,0,0,72921
10,74035.26014413056,0,0,0,72076
11,74016.22892494967,0,0,0,75225
12,74016.22892494967,0,0,0,75456
13,74023.07500229464,0,0,0,81331
14,74023.07500229464,0,0,0,80448
15,74025.68953866481,0,0,0,78336
16,72799.97653462384,0,0,0,74304
17,72799.97653462384,0,0,0,72768
18,72799.97653462384,0,0,0,71308
19,72799.97653462384,0,0,0,71116
20,72781.60809456414,0,0,0,72729
21,72781.60809456414,0,0,0,72921
22,72781.60809456414,0,0,0,72076
23,72765.36166138304,0,0,0,75225
24,72765.36166138304,0,0,0,75456,372958581.8879396
month,w1,w2,w3,w4,max,total
1,80328.37028521724,0,0,0,81331
2,80328.37028521724,0,0,0,80448
3,78151.79310169809,0,0,0,78336
4,73972.97608627987,0,0,0,74304
5,73972.97608627987,0,0,0,72768
6,73972.97608627987,0,0,0,71308
7,73972.97608627987,0,0,0,71116
8,73972.97608627987,0,0,0,72729
9,73972.97608627987,0,0,0,72921
10,73972.97608627987,0,0,0,72076
11,73975.1504107491,0,0,0,75225
12,73975.1504107491,0,0,0,75456
13,73984.42324724775,0,0,0,81331
14,73984.42324724775,0,0,0,80448
15,73976.81434501515,0,0,0,78336
16,72771.31108506884,0,0,0,74304
17,72771.31108506884,0,0,0,72768
18,72771.31108506884,0,0,0,71308
19,72771.31108506884,0,0,0,71116
20,72726.7685347218,0,0,0,72729
21,72726.7685347218,0,0,0,72921
22,72726.7685347218,0,0,0,72076
23,72733.45992073914,0,0,0,75225
24,72733.45992073914,0,0,0,75456,372931701.68460786
month,w1,w2,w3,w4,max,total
1,80814.50625202047,0,0,0,81331
2,80814.50625202047,0,0,0,80448
3,78107.38297888149,0,0,0,78336
4,73974.5809025233,0,0,0,74304
5,73974.5809025233,0,0,0,72768
6,73974.5809025233,0,0,0,71308
7,73974.5809025233,0,0,0,71116
8,73974.5809025233,0,0,0,72729
9,73974.5809025233,0,0,0,72921
10,73974.5809025233,0,0,0,72076
11,73965.98693430511,0,0,0,75225
12,73965.98693430511,0,0,0,75456
13,73964.83351295466,0,0,0,81331
14,73964.83351295466,0,0,0,80448
15,73896.06183386919,0,0,0,78336
16,72756.77601472128,0,0,0,74304
17,72756.77601472128,0,0,0,72768
18,72756.77601472128,0,0,0,71308
19,72756.77601472128,0,0,0,71116
20,72756.64468942041,0,0,0,72729
21,72756.64468942041,0,0,0,72921
22,72756.64468942041,0,0,0,72076
23,72741.11400293601,0,0,0,75225
24,72741.11400293601,0,0,0,75456,372946028.83320826
month,w1,w2,w3,w4,max,total
1,80024.0665887184,0,0,689.7772363299849,81331
2,80024.0665887184,0,0,689.7772363299849,80448
3,78287.13148246081,0,0,0,78336
4,74034.8072621041,0,0,0,74304
5,74034.8072621041,0,0,0,72768
6,74034.8072621041,0,0,0,71308
7,74034.8072621041,0,0,0,71116
8,74034.8072621041,0,0,0,72729
9,74034.8072621041,0,0,0,72921
10,74034.8072621041,0,0,0,72076
11,74054.82666925306,0,0,0,75225
12,74054.82666925306,0,0,0,75456
